Image_Path,Next_Image_Path
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000047 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000048 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000049 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000050 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000051 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000052 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000053 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000054 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000055 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000056 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000057 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000058 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000059 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000060 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 003.jpg
